Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Gender,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Holiday,Season,Geographical locations,Probability for the product to be recommended to the person,Product ID,Category,Age of Customer,Purchase Frequency (Monthly),Preferred Payment Method,Return History,Customer Loyalty Score,Active Promotional Campaign,Nombre del producto
4,7,1.6,female,479,4.0,Lee,0.06,3050,No,summer,urban,0.26,P04732,Health,45.0,8.0,Online,4.0,4.95,No,Ultra Lee Supplements
20,6,5.0,male,2721,3.8,Apple,-0.8,2396,No,monsoon,coastal,0.35,P04733,Clothing,58.0,14.0,Card,5.0,8.77,No,Eco Apple Jeans
32,13,3.2,male,2262,1.4,Sony,0.14,186,Yes,winter,plains,0.42,P04734,Food,64.0,19.0,Online,3.0,8.37,Yes,Smart Sony Snack
31,15,1.3,female,3317,4.9,PUMA,0.4,239,Yes,spring,mountains,0.31,P04735,Health,65.0,4.0,Cash,8.0,9.11,Yes,Eco PUMA Supplements
15,3,2.8,female,2795,4.9,Lee,-0.72,1778,Yes,spring,plains,0.7,P04736,Food,39.0,9.0,Online,0.0,1.18,Yes,Mega Lee Cereal
27,18,2.8,male,2642,2.9,Sony,-0.87,4991,No,winter,coastal,0.34,P04737,Health,58.0,1.0,Online,4.0,1.27,No,Ultra Sony Medicine
16,13,4.2,female,1651,1.4,Apple,0.69,214,Yes,summer,mountains,0.78,P04738,Furniture,41.0,10.0,Card,3.0,5.03,Yes,Eco Apple Chair
11,17,1.9,female,1860,2.9,Nike,-0.57,552,No,spring,plains,0.62,P04739,Electronics,38.0,12.0,Card,1.0,6.95,Yes,Luxury Nike Headphones
31,14,4.3,female,140,4.5,Sony,0.56,2059,No,monsoon,coastal,0.28,P04740,Food,43.0,14.0,Online,1.0,9.35,No,Smart Sony Cereal
20,7,3.3,male,2992,2.2,Adidas,0.09,2437,Yes,spring,plains,0.2,P04741,Electronics,35.0,18.0,Cash,0.0,3.66,No,Ultra Adidas Tablet
43,13,1.1,female,3652,2.8,Apple,-0.79,1824,No,summer,mountains,0.45,P04742,Food,42.0,4.0,Online,1.0,3.54,No,Smart Apple Snack
5,5,4.0,non-binary,3418,3.3,Adidas,0.23,2308,Yes,summer,urban,0.7,P04743,Sports,30.0,7.0,Card,5.0,8.99,No,Eco Adidas Gloves
44,15,4.8,female,568,3.1,Apple,-0.45,4651,Yes,monsoon,plains,0.15,P04744,Furniture,44.0,14.0,Online,7.0,2.25,Yes,Eco Apple Shelf
34,0,3.5,male,1100,3.1,Adidas,0.95,2589,Yes,spring,plains,0.35,P04745,Food,18.0,15.0,Card,9.0,8.5,Yes,Super Adidas Candy
5,16,1.5,male,4709,3.1,PUMA,0.63,2147,No,monsoon,coastal,0.12,P04746,Health,28.0,19.0,Cash,7.0,8.77,No,Ultra PUMA Supplements
13,12,1.8,non-binary,845,4.5,Apple,-0.02,883,No,summer,urban,0.41,P04747,Clothing,46.0,3.0,Card,1.0,7.94,Yes,Eco Apple Cap
18,7,1.1,male,1155,4.2,Samsung,0.82,2176,No,summer,mountains,0.29,P04748,Health,69.0,5.0,Online,0.0,1.07,No,Super Samsung Vitamin
36,10,1.8,female,3444,1.7,Apple,-0.83,408,Yes,monsoon,coastal,0.38,P04749,Electronics,65.0,16.0,Card,9.0,0.85,No,Super Apple Tablet
27,9,3.6,non-binary,1258,4.7,Adidas,-0.18,3333,No,monsoon,coastal,0.24,P04750,Furniture,55.0,19.0,Online,3.0,4.95,Yes,Smart Adidas Shelf
41,10,2.2,female,312,2.3,Samsung,-0.42,3963,Yes,monsoon,mountains,0.54,P04751,Health,20.0,16.0,Card,0.0,3.43,Yes,Mega Samsung Medicine
40,9,2.8,non-binary,3021,2.2,Apple,-1.0,566,Yes,monsoon,mountains,0.0,P04752,Furniture,48.0,3.0,Card,1.0,2.8,Yes,Ultra Apple Shelf
31,18,2.7,male,922,2.3,Adidas,0.38,2329,No,summer,coastal,0.94,P04753,Electronics,60.0,4.0,Cash,2.0,9.84,No,Pro Adidas Phone
29,13,1.1,female,4159,1.4,Lee,-0.41,2477,Yes,winter,urban,0.94,P04754,Health,58.0,5.0,Online,2.0,6.48,Yes,Mega Lee Bandage
23,8,3.9,male,3009,2.0,Nike,-0.21,3335,Yes,spring,plains,0.87,P04755,Electronics,54.0,9.0,Card,9.0,2.55,Yes,Luxury Nike Phone
35,8,4.5,female,1706,2.3,Lee,-0.79,2774,No,winter,coastal,0.12,P04756,Furniture,22.0,3.0,Online,0.0,4.52,Yes,Super Lee Sofa
0,11,3.4,male,1942,4.9,Adidas,-0.6,247,No,winter,coastal,0.68,P04757,Sports,46.0,19.0,Online,0.0,6.3,No,Mega Adidas Gloves
1,8,4.4,non-binary,251,3.1,Samsung,0.25,1387,Yes,spring,urban,0.95,P04758,Electronics,40.0,6.0,Cash,4.0,0.54,No,Mega Samsung Headphones
26,9,2.2,male,4591,4.2,Apple,0.09,1361,No,winter,mountains,0.72,P04759,Beauty,45.0,1.0,Online,0.0,6.07,No,Eco Apple Lipstick
25,17,1.2,female,3528,2.0,Lee,-0.92,787,Yes,monsoon,coastal,0.72,P04760,Clothing,38.0,12.0,Card,2.0,3.07,No,Smart Lee Jeans
7,13,4.7,female,521,4.1,Lee,0.06,1686,Yes,monsoon,plains,0.88,P04761,Furniture,62.0,10.0,Cash,7.0,5.48,No,Smart Lee Table
9,10,3.7,non-binary,4757,3.7,Sony,-0.55,437,Yes,summer,urban,0.24,P04762,Furniture,18.0,1.0,Cash,3.0,7.66,Yes,Super Sony Table
15,12,3.2,female,1677,1.6,Lee,-0.18,1340,Yes,monsoon,coastal,0.83,P04763,Health,30.0,16.0,Online,4.0,4.45,No,Smart Lee Supplements
10,6,1.7,male,4699,2.4,Apple,0.51,226,No,winter,urban,0.69,P04764,Beauty,51.0,5.0,Cash,8.0,4.76,No,Smart Apple Shampoo
19,15,3.6,male,4724,2.0,Sony,-0.78,1495,No,summer,plains,0.77,P04765,Furniture,35.0,15.0,Card,9.0,2.89,No,Pro Sony Table
30,0,2.1,male,2332,2.4,Apple,-0.79,4035,No,spring,mountains,0.06,P04766,Beauty,44.0,10.0,Cash,3.0,2.35,No,Eco Apple Lotion
28,13,2.3,non-binary,1794,2.3,PUMA,0.85,819,Yes,spring,coastal,0.02,P04767,Furniture,58.0,1.0,Cash,3.0,5.57,Yes,Mega PUMA Shelf
41,8,2.7,female,3851,4.3,Sony,0.7,208,Yes,summer,plains,0.88,P04768,Food,69.0,11.0,Card,5.0,4.62,Yes,Smart Sony Meal
22,12,3.4,male,2894,2.5,Sony,-0.01,4552,No,monsoon,urban,0.49,P04769,Food,49.0,3.0,Online,6.0,1.29,Yes,Mega Sony Juice
23,13,4.2,non-binary,4238,4.7,Nike,-0.59,3730,No,spring,mountains,0.5,P04770,Food,68.0,15.0,Online,6.0,2.13,No,Pro Nike Juice
35,6,2.1,male,750,1.8,Adidas,0.02,1645,No,spring,plains,0.68,P04771,Beauty,47.0,7.0,Online,2.0,1.5,No,Smart Adidas Cream
48,18,1.5,female,3073,1.0,PUMA,0.9,4978,No,winter,coastal,0.33,P04772,Health,45.0,13.0,Card,7.0,4.91,Yes,Ultra PUMA Mask
21,6,4.8,female,1666,2.9,Samsung,0.77,2400,No,winter,plains,0.38,P04773,Electronics,32.0,3.0,Cash,7.0,8.89,No,Super Samsung Headphones
15,4,3.8,female,3866,4.0,Lee,-0.05,2954,No,spring,coastal,0.63,P04774,Food,38.0,11.0,Cash,1.0,5.57,Yes,Luxury Lee Snack
37,0,1.7,female,1954,4.1,Adidas,0.22,3367,Yes,winter,mountains,0.57,P04775,Beauty,18.0,16.0,Card,4.0,8.41,Yes,Pro Adidas Cream
19,12,3.0,female,4555,1.1,Samsung,0.73,467,Yes,monsoon,urban,0.64,P04776,Food,58.0,15.0,Cash,4.0,0.87,No,Mega Samsung Cereal
35,0,1.1,non-binary,713,2.0,Samsung,0.05,1087,Yes,monsoon,urban,0.61,P04777,Clothing,21.0,15.0,Online,2.0,0.39,No,Smart Samsung T-Shirt
24,16,1.7,male,1577,2.7,Sony,0.67,2904,Yes,summer,plains,0.88,P04778,Beauty,62.0,13.0,Online,8.0,1.69,No,Ultra Sony Lipstick
34,11,3.7,female,3453,2.7,Nike,0.76,4152,Yes,monsoon,mountains,0.88,P04779,Electronics,69.0,2.0,Online,9.0,6.8,Yes,Mega Nike Laptop
5,9,3.8,female,3332,1.3,Adidas,0.55,2093,Yes,summer,urban,0.2,P04780,Furniture,45.0,14.0,Online,5.0,4.35,Yes,Ultra Adidas Table
46,5,3.9,male,2201,2.3,Apple,-0.89,657,Yes,monsoon,coastal,0.17,P04781,Furniture,40.0,17.0,Online,1.0,0.3,Yes,Pro Apple Chair
36,11,2.8,male,973,4.2,Samsung,-0.98,564,No,summer,plains,0.45,P04782,Food,63.0,3.0,Online,4.0,0.05,No,Luxury Samsung Cereal
33,13,1.9,female,382,4.9,PUMA,0.88,4952,Yes,spring,plains,0.72,P04783,Sports,48.0,18.0,Cash,8.0,0.3,Yes,Pro PUMA Gloves
23,7,3.0,non-binary,1066,4.1,Sony,0.49,3066,Yes,winter,plains,0.45,P04784,Electronics,58.0,19.0,Card,5.0,9.89,Yes,Luxury Sony Headphones
13,18,1.8,non-binary,4435,3.5,Nike,0.31,3924,Yes,summer,mountains,0.18,P04785,Furniture,62.0,16.0,Cash,0.0,5.45,Yes,Pro Nike Shelf
46,17,4.1,female,2221,3.8,Sony,0.16,4545,Yes,monsoon,plains,0.25,P04786,Electronics,63.0,1.0,Cash,4.0,5.85,Yes,Ultra Sony Headphones
20,10,4.3,male,1795,3.3,Apple,0.95,2015,No,summer,mountains,0.86,P04787,Electronics,21.0,19.0,Online,6.0,7.96,No,Ultra Apple Headphones
18,14,4.4,female,3719,2.3,Samsung,0.17,1388,No,winter,mountains,0.06,P04788,Beauty,26.0,8.0,Online,2.0,1.09,No,Luxury Samsung Perfume
38,11,4.7,non-binary,2382,2.2,PUMA,-0.87,4613,No,monsoon,urban,0.72,P04789,Electronics,69.0,7.0,Card,9.0,1.82,Yes,Super PUMA Tablet
27,17,4.0,female,2157,2.2,Apple,0.52,1343,Yes,spring,urban,0.23,P04790,Electronics,34.0,13.0,Card,6.0,1.45,No,Ultra Apple Tablet
37,7,3.9,female,448,3.5,Sony,0.55,3456,Yes,summer,mountains,0.13,P04791,Clothing,27.0,15.0,Online,5.0,1.69,No,Mega Sony Cap
37,10,2.2,male,4427,4.7,Samsung,0.65,4865,Yes,spring,urban,0.46,P04792,Electronics,33.0,1.0,Cash,3.0,6.96,No,Eco Samsung Tablet
9,14,2.5,non-binary,1201,2.0,Nike,-0.45,3375,No,winter,urban,0.37,P04793,Sports,69.0,3.0,Card,7.0,1.94,No,Mega Nike Shoes
4,5,4.1,female,4973,2.7,Sony,-0.01,2999,Yes,spring,plains,0.49,P04794,Beauty,20.0,4.0,Online,3.0,7.92,No,Luxury Sony Lotion
34,1,1.0,female,4308,3.9,Lee,-0.74,4916,Yes,winter,coastal,0.11,P04795,Electronics,56.0,14.0,Online,8.0,8.94,Yes,Super Lee Laptop
25,1,3.8,female,4712,1.8,Samsung,-0.61,1709,No,spring,plains,0.65,P04796,Sports,65.0,17.0,Online,7.0,1.27,No,Mega Samsung Gloves
22,1,2.5,female,1502,3.7,Samsung,-0.44,2930,No,winter,coastal,0.3,P04797,Food,26.0,19.0,Cash,5.0,8.02,No,Eco Samsung Snack
0,1,2.4,female,2725,1.9,Nike,-0.45,1321,No,summer,plains,0.76,P04798,Furniture,35.0,15.0,Card,1.0,5.86,Yes,Eco Nike Sofa
13,2,3.6,male,216,4.8,PUMA,0.03,4797,Yes,monsoon,plains,0.25,P04799,Clothing,47.0,16.0,Cash,9.0,1.38,No,Super PUMA Jeans
10,8,3.4,female,327,4.4,Samsung,0.1,483,Yes,winter,mountains,0.33,P04800,Health,65.0,3.0,Cash,5.0,7.79,No,Mega Samsung Vitamin
27,12,3.8,male,1011,1.2,Samsung,-0.92,548,Yes,summer,coastal,0.01,P04801,Food,24.0,8.0,Card,8.0,4.96,Yes,Mega Samsung Juice
46,10,1.2,male,1025,2.3,Sony,0.71,1693,No,spring,coastal,0.64,P04802,Food,62.0,12.0,Online,2.0,1.25,Yes,Luxury Sony Candy
6,0,3.0,non-binary,412,1.9,Lee,0.42,2768,Yes,winter,urban,0.72,P04803,Beauty,56.0,3.0,Cash,0.0,7.27,No,Super Lee Lipstick
29,7,3.6,male,341,3.2,Lee,-0.42,2975,Yes,summer,coastal,0.25,P04804,Beauty,67.0,10.0,Online,4.0,9.72,Yes,Eco Lee Cream
49,19,3.2,male,1448,3.1,Sony,-0.9,4902,No,spring,plains,0.2,P04805,Electronics,30.0,3.0,Card,9.0,7.27,Yes,Pro Sony Smartwatch
36,13,2.0,non-binary,1575,3.2,Apple,0.39,4199,No,monsoon,mountains,0.67,P04806,Sports,27.0,14.0,Cash,0.0,7.34,No,Ultra Apple Bicycle
29,10,2.9,non-binary,1911,4.2,Nike,-0.72,4937,Yes,monsoon,coastal,0.89,P04807,Sports,57.0,15.0,Online,9.0,8.84,Yes,Pro Nike Racket
9,0,3.7,male,1431,2.6,PUMA,-0.16,3971,No,monsoon,urban,0.84,P04808,Clothing,44.0,11.0,Cash,6.0,2.52,No,Smart PUMA Cap
13,12,1.1,non-binary,3893,1.9,Samsung,0.86,560,No,winter,mountains,0.69,P04809,Food,51.0,12.0,Card,2.0,1.0,Yes,Ultra Samsung Cereal
42,12,4.1,male,3508,2.5,PUMA,-0.39,3771,No,spring,urban,0.33,P04810,Health,34.0,19.0,Card,1.0,3.52,Yes,Luxury PUMA Medicine
4,16,2.9,male,4021,3.4,Apple,0.0,3299,No,spring,plains,0.02,P04811,Beauty,30.0,17.0,Card,0.0,7.61,Yes,Luxury Apple Lipstick
22,18,2.1,female,4896,3.6,Adidas,0.69,689,Yes,spring,mountains,0.88,P04812,Clothing,46.0,15.0,Online,8.0,0.65,No,Smart Adidas Jacket
46,7,1.9,non-binary,1035,1.3,PUMA,-0.93,4445,No,summer,coastal,0.41,P04813,Beauty,34.0,1.0,Online,0.0,7.84,Yes,Luxury PUMA Lipstick
13,15,1.1,male,2355,3.5,Apple,0.75,1657,Yes,spring,mountains,0.45,P04814,Beauty,21.0,18.0,Card,6.0,2.29,No,Pro Apple Shampoo
30,14,3.9,female,4176,2.6,Samsung,0.66,4464,Yes,monsoon,urban,0.58,P04815,Furniture,69.0,3.0,Card,6.0,1.29,Yes,Mega Samsung Sofa
1,2,3.8,non-binary,1516,1.4,Lee,0.77,4088,No,summer,coastal,1.0,P04816,Clothing,44.0,6.0,Cash,1.0,8.29,Yes,Eco Lee Cap
6,15,3.8,female,1551,3.7,Lee,0.56,4233,No,winter,mountains,0.74,P04817,Electronics,50.0,8.0,Card,4.0,1.31,No,Ultra Lee Smartwatch
49,2,2.7,non-binary,4185,3.2,Apple,-0.05,695,Yes,summer,urban,0.48,P04818,Furniture,36.0,18.0,Card,9.0,8.76,No,Eco Apple Table
44,1,2.4,female,2807,4.4,Apple,0.68,536,Yes,spring,mountains,0.53,P04819,Furniture,18.0,1.0,Cash,0.0,6.79,Yes,Mega Apple Bed
8,16,2.9,male,1695,3.0,Adidas,-0.61,3118,No,summer,plains,0.31,P04820,Sports,44.0,9.0,Cash,7.0,7.9,Yes,Mega Adidas Racket
19,14,4.4,male,4666,1.7,Lee,-0.96,3704,Yes,summer,urban,0.92,P04821,Health,68.0,9.0,Cash,8.0,4.64,No,Ultra Lee Medicine
22,7,3.4,female,4290,4.9,Nike,-0.43,4370,No,summer,urban,0.38,P04822,Food,31.0,9.0,Cash,8.0,8.27,Yes,Smart Nike Candy
44,16,4.4,non-binary,299,3.6,Sony,0.11,3477,Yes,spring,plains,0.18,P04823,Clothing,23.0,5.0,Online,3.0,4.52,Yes,Pro Sony Cap
30,11,3.4,female,1827,3.6,Samsung,-0.42,2013,No,monsoon,urban,0.91,P04824,Beauty,26.0,9.0,Online,5.0,8.94,No,Pro Samsung Shampoo
0,10,3.1,male,240,4.5,PUMA,-0.53,1439,Yes,spring,coastal,0.24,P04825,Sports,25.0,14.0,Card,9.0,0.54,No,Super PUMA Gloves
33,12,2.5,male,629,1.9,Sony,-0.14,2121,Yes,summer,coastal,0.6,P04826,Health,37.0,4.0,Online,5.0,2.71,No,Super Sony Medicine
4,4,1.3,male,3260,3.0,PUMA,-0.09,4297,Yes,winter,coastal,0.38,P04827,Health,43.0,12.0,Card,7.0,3.93,No,Pro PUMA Supplements
5,12,2.8,female,1285,4.0,Nike,0.58,4184,No,monsoon,coastal,0.96,P04828,Electronics,44.0,1.0,Cash,3.0,5.63,Yes,Eco Nike Phone
43,13,3.6,male,4798,4.6,Sony,0.94,3449,No,spring,mountains,0.7,P04829,Clothing,56.0,14.0,Card,3.0,6.57,No,Super Sony Sneakers
35,16,3.2,non-binary,2079,2.9,Sony,-0.1,105,Yes,monsoon,plains,0.31,P04830,Electronics,60.0,12.0,Online,4.0,7.76,No,Mega Sony Phone
48,10,1.5,male,4740,3.8,Adidas,-0.22,2282,No,summer,urban,0.62,P04831,Clothing,39.0,16.0,Card,8.0,1.09,Yes,Mega Adidas Sneakers
40,15,1.6,non-binary,2676,4.3,Sony,-0.33,753,Yes,summer,mountains,0.84,P04832,Food,55.0,15.0,Card,9.0,5.06,No,Smart Sony Juice
25,13,4.4,male,2256,2.1,Samsung,-0.37,1835,No,spring,coastal,0.41,P04833,Clothing,41.0,10.0,Cash,4.0,1.27,Yes,Pro Samsung Jeans
8,4,4.0,male,2821,1.2,PUMA,0.78,2597,No,summer,plains,0.21,P04834,Furniture,23.0,4.0,Card,7.0,8.06,Yes,Super PUMA Chair
33,17,4.0,male,3330,3.8,Lee,0.16,1659,Yes,spring,mountains,0.35,P04835,Health,40.0,11.0,Card,7.0,7.04,Yes,Eco Lee Bandage
9,11,2.8,non-binary,1976,4.7,Sony,-0.59,1634,Yes,summer,urban,0.23,P04836,Electronics,30.0,8.0,Card,3.0,1.41,No,Smart Sony Headphones
5,12,1.0,male,2448,2.2,Nike,0.75,4692,No,winter,coastal,0.59,P04837,Sports,61.0,17.0,Card,1.0,0.6,Yes,Pro Nike Gloves
18,19,1.5,female,3908,3.5,Sony,0.42,2681,Yes,monsoon,urban,0.33,P04838,Health,63.0,11.0,Card,5.0,2.72,No,Ultra Sony Mask
48,10,3.4,non-binary,2766,4.1,Sony,0.51,4185,Yes,summer,plains,0.15,P04839,Health,31.0,10.0,Cash,4.0,5.78,Yes,Super Sony Vitamin
30,4,1.6,non-binary,3748,4.9,Lee,-0.09,4880,Yes,spring,urban,0.41,P04840,Health,24.0,14.0,Online,7.0,8.7,Yes,Super Lee Supplements
15,16,4.3,male,3262,1.6,Nike,-0.67,4168,No,monsoon,mountains,0.59,P04841,Sports,53.0,12.0,Online,9.0,1.11,Yes,Luxury Nike Racket
1,17,3.3,female,2386,4.6,Samsung,-0.62,1678,Yes,summer,mountains,0.87,P04842,Furniture,46.0,1.0,Card,7.0,7.06,No,Ultra Samsung Shelf
4,5,2.6,non-binary,2509,1.2,Apple,0.65,4170,No,summer,coastal,0.61,P04843,Sports,22.0,6.0,Online,2.0,2.38,Yes,Smart Apple Shoes
20,1,4.4,non-binary,4065,3.4,PUMA,0.37,3424,No,summer,urban,0.67,P04844,Sports,44.0,8.0,Cash,0.0,5.32,Yes,Luxury PUMA Racket
13,7,1.9,male,1108,2.1,Apple,-0.97,1651,No,winter,coastal,0.17,P04845,Beauty,63.0,14.0,Card,7.0,2.26,Yes,Pro Apple Perfume
9,15,2.4,non-binary,2085,4.2,Apple,0.6,2673,No,spring,plains,0.35,P04846,Health,55.0,19.0,Cash,2.0,7.6,No,Smart Apple Medicine
45,16,3.6,male,2779,3.9,Adidas,-0.53,4000,Yes,summer,plains,0.43,P04847,Electronics,22.0,19.0,Card,3.0,6.61,Yes,Eco Adidas Phone
46,3,2.3,female,1621,3.9,Sony,0.38,2130,Yes,monsoon,mountains,0.03,P04848,Clothing,65.0,17.0,Cash,2.0,0.13,Yes,Mega Sony T-Shirt
22,4,3.7,female,3847,3.5,Lee,-0.81,3953,Yes,monsoon,coastal,0.33,P04849,Electronics,23.0,16.0,Cash,6.0,0.45,No,Mega Lee Laptop
43,8,4.1,non-binary,3494,1.2,Adidas,0.24,4649,Yes,summer,urban,0.67,P04850,Sports,53.0,12.0,Online,4.0,6.67,Yes,Luxury Adidas Racket
33,9,3.8,female,2082,2.9,Samsung,-0.65,594,No,monsoon,coastal,0.08,P04851,Electronics,43.0,15.0,Online,2.0,9.31,Yes,Smart Samsung Phone
4,13,3.4,non-binary,3297,1.9,PUMA,0.16,954,No,spring,urban,0.7,P04852,Beauty,39.0,14.0,Cash,4.0,3.24,No,Ultra PUMA Cream
0,16,4.8,female,4863,2.2,Samsung,-0.54,2955,Yes,summer,mountains,0.57,P04853,Electronics,56.0,1.0,Cash,5.0,3.21,No,Pro Samsung Headphones
13,17,4.6,male,372,1.5,Lee,-0.32,4571,Yes,spring,coastal,0.19,P04854,Health,46.0,13.0,Online,6.0,9.88,No,Pro Lee Bandage
49,9,2.1,male,3281,3.5,PUMA,-0.92,800,No,summer,urban,0.95,P04855,Health,27.0,11.0,Card,3.0,5.53,Yes,Smart PUMA Medicine
14,14,4.0,non-binary,2719,4.4,PUMA,-0.47,3253,Yes,monsoon,coastal,0.27,P04856,Clothing,18.0,1.0,Online,9.0,4.67,Yes,Pro PUMA Jeans
45,8,4.5,male,4363,2.7,Nike,0.01,3977,No,summer,coastal,0.22,P04857,Health,31.0,15.0,Online,9.0,3.17,No,Luxury Nike Supplements
18,3,4.1,female,947,3.7,Lee,0.91,1118,No,monsoon,coastal,0.77,P04858,Beauty,30.0,15.0,Online,6.0,3.58,No,Super Lee Lipstick
31,4,1.2,non-binary,2775,3.8,Sony,0.51,4865,No,monsoon,urban,0.91,P04859,Beauty,61.0,4.0,Card,0.0,5.29,No,Mega Sony Lotion
15,0,3.8,non-binary,4700,4.3,Samsung,-0.46,573,Yes,monsoon,urban,0.12,P04860,Furniture,47.0,7.0,Online,8.0,2.5,No,Luxury Samsung Chair
36,3,1.9,male,869,4.4,Samsung,-0.29,3802,No,winter,plains,0.87,P04861,Beauty,67.0,7.0,Online,4.0,7.51,No,Super Samsung Shampoo
11,4,2.8,non-binary,2032,4.2,Sony,0.6,4568,No,summer,mountains,0.04,P04862,Electronics,26.0,11.0,Online,4.0,1.83,No,Smart Sony Laptop
34,17,1.0,male,398,4.9,Lee,-0.07,1420,No,winter,mountains,0.07,P04863,Electronics,38.0,16.0,Online,0.0,6.28,Yes,Smart Lee Laptop
9,12,4.5,female,1544,3.6,Sony,0.09,991,Yes,winter,plains,0.01,P04864,Sports,43.0,1.0,Cash,7.0,9.61,No,Super Sony Bicycle
31,15,4.9,non-binary,2162,2.8,Samsung,-0.93,2572,Yes,winter,plains,0.71,P04865,Furniture,56.0,7.0,Cash,3.0,4.88,Yes,Luxury Samsung Sofa
10,0,4.8,non-binary,4202,2.3,Samsung,0.65,2403,No,winter,coastal,0.45,P04866,Food,49.0,16.0,Cash,7.0,3.26,Yes,Ultra Samsung Meal
25,6,3.0,male,2286,1.2,Samsung,-0.22,3738,No,winter,coastal,0.06,P04867,Clothing,39.0,14.0,Card,4.0,2.0,Yes,Mega Samsung Jeans
38,12,3.0,female,3420,4.0,PUMA,0.03,2863,Yes,summer,coastal,0.85,P04868,Food,19.0,7.0,Online,0.0,2.02,Yes,Eco PUMA Cereal
33,5,2.0,female,3049,3.7,Nike,0.06,2652,No,monsoon,coastal,0.39,P04869,Beauty,22.0,6.0,Online,1.0,1.19,Yes,Luxury Nike Lipstick
33,15,4.1,male,468,3.3,Adidas,0.8,3237,Yes,monsoon,mountains,0.93,P04870,Furniture,34.0,19.0,Online,6.0,5.55,Yes,Smart Adidas Sofa
17,19,3.7,non-binary,564,2.1,Samsung,-0.79,168,Yes,spring,mountains,0.92,P04871,Beauty,31.0,15.0,Card,1.0,8.75,No,Super Samsung Lotion
48,1,4.3,non-binary,4392,4.8,Apple,0.18,208,No,monsoon,plains,0.32,P04872,Health,68.0,7.0,Cash,6.0,0.15,Yes,Mega Apple Vitamin
3,18,4.2,female,1019,4.1,PUMA,-0.28,4924,Yes,spring,mountains,0.24,P04873,Sports,51.0,11.0,Online,8.0,3.12,Yes,Super PUMA Shoes
1,17,3.8,non-binary,524,4.9,Apple,0.67,3218,No,winter,coastal,0.65,P04874,Food,53.0,3.0,Card,8.0,6.15,No,Pro Apple Meal
33,17,4.3,female,3787,1.3,Apple,0.58,4430,No,summer,coastal,0.46,P04875,Furniture,65.0,5.0,Cash,6.0,8.45,No,Ultra Apple Bed
31,18,3.5,non-binary,3965,2.3,Samsung,0.28,1563,Yes,summer,plains,0.55,P04876,Health,60.0,16.0,Cash,9.0,6.92,No,Luxury Samsung Vitamin
1,0,3.6,male,746,3.9,Sony,-0.53,4850,Yes,summer,coastal,0.21,P04877,Sports,33.0,13.0,Cash,7.0,4.92,No,Eco Sony Gloves
0,15,2.8,female,4970,3.9,Sony,-0.1,941,Yes,summer,urban,0.84,P04878,Clothing,53.0,10.0,Cash,6.0,6.79,No,Smart Sony Jacket
43,13,2.5,non-binary,291,4.7,Sony,-0.52,4844,No,summer,mountains,0.97,P04879,Food,32.0,1.0,Card,5.0,4.5,No,Ultra Sony Juice
22,12,1.5,non-binary,3294,2.7,Samsung,0.25,4202,Yes,winter,urban,0.18,P04880,Health,44.0,15.0,Cash,2.0,4.14,No,Luxury Samsung Medicine
16,10,4.6,male,4154,2.2,Sony,-0.36,4207,No,winter,coastal,0.35,P04881,Furniture,41.0,19.0,Cash,4.0,4.34,Yes,Luxury Sony Table
48,10,1.7,female,1017,1.6,Nike,-0.66,1200,No,winter,coastal,0.77,P04882,Electronics,65.0,17.0,Card,1.0,3.8,Yes,Eco Nike Laptop
40,9,3.5,male,1509,1.2,Nike,-0.41,506,Yes,spring,plains,0.93,P04883,Food,67.0,19.0,Card,6.0,7.25,Yes,Pro Nike Candy
45,1,2.1,male,3047,1.6,Adidas,-0.66,3648,Yes,winter,plains,0.18,P04884,Furniture,56.0,15.0,Cash,8.0,8.14,No,Pro Adidas Shelf
32,16,1.5,male,1916,4.6,PUMA,0.16,2908,No,winter,mountains,0.2,P04885,Electronics,65.0,18.0,Card,5.0,6.88,Yes,Mega PUMA Tablet
26,13,2.6,male,4182,1.0,Sony,-0.56,3763,No,winter,coastal,0.73,P04886,Furniture,43.0,5.0,Card,5.0,1.54,Yes,Smart Sony Bed
11,16,2.4,non-binary,3478,2.5,Apple,0.79,123,No,spring,mountains,0.83,P04887,Clothing,22.0,2.0,Card,0.0,2.97,No,Ultra Apple Sneakers
9,18,1.1,male,2907,1.0,Sony,-0.36,2156,No,monsoon,urban,0.68,P04888,Furniture,55.0,8.0,Online,2.0,0.08,Yes,Mega Sony Bed
44,19,2.5,non-binary,301,3.6,Adidas,0.49,3325,No,winter,urban,0.62,P04889,Health,64.0,6.0,Online,4.0,3.75,No,Pro Adidas Mask
26,0,3.2,male,2677,1.8,Lee,0.99,1350,No,summer,urban,0.38,P04890,Electronics,35.0,9.0,Cash,9.0,9.15,Yes,Mega Lee Laptop
17,9,4.7,male,4024,2.2,Adidas,-0.86,344,No,spring,mountains,0.51,P04891,Clothing,49.0,4.0,Card,9.0,3.53,Yes,Ultra Adidas Jacket
39,14,3.3,female,2049,3.0,Nike,0.55,3904,No,winter,urban,0.59,P04892,Clothing,55.0,16.0,Card,6.0,5.03,No,Mega Nike Sneakers
